brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
365,Pike Pub & Brewery,1202019679,3.5,4,3.5,russpowell,Winter Warmer,3.5,4,Pike Auld Acquaintance Hoppy Holiday Ale,5.5,45991
365,Pike Pub & Brewery,1200361216,4.5,3.5,4,ccrida,Winter Warmer,3,4.5,Pike Auld Acquaintance Hoppy Holiday Ale,5.5,45991
365,Pike Pub & Brewery,1199119667,4.5,4,4,BuckeyeNation,Winter Warmer,4,4,Pike Auld Acquaintance Hoppy Holiday Ale,5.5,45991
365,Pike Pub & Brewery,1196214858,4,4,3.5,mnapier,Winter Warmer,3.5,4,Pike Auld Acquaintance Hoppy Holiday Ale,5.5,45991
365,Pike Pub & Brewery,1323661609,4.5,4.5,4,burnerfinger,American Double / Imperial IPA,4.5,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1322530268,3.5,3,4,corby112,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1317842704,4,3.5,3.5,tfsimpkins,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1313716288,3,3.5,2,kylehay2004,American Double / Imperial IPA,4,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1313716285,3,3,3,nickfl,American Double / Imperial IPA,3.5,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1313595951,3.5,3.5,4,Kegatron,American Double / Imperial IPA,4,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1312654495,3.5,4,4,DoktorZee,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1309886907,4,3,3,whatthehull,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1309576158,4,4,4,ummswimmin,American Double / Imperial IPA,3,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1309487689,3.5,3,3,TCgoalie,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1308855459,4.5,4,3.5,MAB,American Double / Imperial IPA,4,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1307853538,4,4,4.5,Duff27,American Double / Imperial IPA,4,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1307756261,3.5,4,4,Cyberkedi,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1306609103,2.5,3,3,GarrettB,American Double / Imperial IPA,2,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1306476075,3.5,3.5,3.5,PeprSprYoFace,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1306457356,4,3,4,AlCaponeJunior,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1305415084,4,3.5,2.5,soughtbygod,American Double / Imperial IPA,4,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1304898985,2.5,2.5,4,Liverpool08,American Double / Imperial IPA,2.5,2.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1302581329,3.5,3,3.5,dedrinker,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1302291331,3.5,3.5,3.5,jampics2,American Double / Imperial IPA,4,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1301433072,4,3.5,4,NeroFiddled,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1300566536,4,4,3.5,CraftAleRookie,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1299791785,4,3.5,4.5,oberon,American Double / Imperial IPA,4,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1298508174,2,2.5,2,MrOH,American Double / Imperial IPA,2,2,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1298088459,4.5,3.5,4,vgarneth,American Double / Imperial IPA,4,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1295903899,4.5,4,4,NWer,American Double / Imperial IPA,4,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1295070386,4.5,4,4,youradhere,American Double / Imperial IPA,5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1288983167,3.5,3,3.5,mwill7287,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1288967983,4,2.5,4.5,deafcat,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1280351653,4.5,4,4,ThreeWiseMen,American Double / Imperial IPA,5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1279972962,4,3.5,3.5,deaconoflove,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1270166154,4,4.5,4,biboergosum,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1278984873,4,4.5,4,philbertk,American Double / Imperial IPA,4.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1277081038,4,3.5,3.5,andrenaline,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1276638474,3.5,3.5,4,CHILLINDYLAN,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1276211467,3,4,4,Beerandraiderfan,American Double / Imperial IPA,4.5,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1276208303,4,4,3.5,taez555,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1273414987,4,4,4,barleywinefiend,American Double / Imperial IPA,4.5,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1272588489,3.5,4,4,jlindros,American Double / Imperial IPA,4,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1272306629,3,3.5,3.5,IronDjinn,American Double / Imperial IPA,3.5,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1318712792,3.5,2.5,3.5,kingcrowing,American Pale Ale (APA),4,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1270008655,4.5,4.5,3.5,wordemupg,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1269572563,4,4.5,4,snaotheus,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1259023048,4,3.5,4,Wasatch,American Double / Imperial IPA,3.5,3.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1256088831,4,3.5,4,dfitch81,American Double / Imperial IPA,3.5,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1249246268,4,3.5,3.5,froghop,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1248922834,4,3.5,3.5,juhl31,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1247621452,4.5,4,4,gford217,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1247351880,4,3,3.5,jujubeast6000,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1247103049,2.5,4,4.5,unHipHopHead,American Double / Imperial IPA,3,3,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1318468813,3,3,3,kingcrowing,American Pale Ale (APA),3.5,2.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1246068239,4,4.5,4,blackc5,American Double / Imperial IPA,4.5,4.5,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1246060019,4,4.5,4,paco1029384756,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1245926952,4,4,4,beertunes,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1245919115,4,4.5,4,atsprings,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1245113006,4,4,3.5,hopdog,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1244748319,4,4,4,LilBeerDoctor,American Double / Imperial IPA,4,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1242675892,4,4,3.5,rpstevens,American Double / Imperial IPA,3.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1241902730,4,4,4.5,woemad,American Double / Imperial IPA,4.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1241156926,4,4,4.5,cdViking,American Double / Imperial IPA,4.5,4,Pike Double IPA,8,48525
365,Pike Pub & Brewery,1085687996,3.5,4,4,henrysunset,English Brown Ale,3,3.5,Pike Bootleg Brown,4.9,967
365,Pike Pub & Brewery,1074650092,3,3,3,RoyalT,English Brown Ale,3,3,Pike Bootleg Brown,4.9,967
365,Pike Pub & Brewery,1056131845,2.5,2.5,4.5,Mitchster,English Brown Ale,3,3,Pike Bootleg Brown,4.9,967
365,Pike Pub & Brewery,1085688230,4,4,3.5,henrysunset,American Porter,3.5,3.5,Pike Old 89 Nitro Porter,,964
365,Pike Pub & Brewery,1060880660,3.5,3,4,brakspear,American Porter,3.5,3,Pike Old 89 Nitro Porter,,964
365,Pike Pub & Brewery,1154460280,4.5,3.5,4,msubulldog25,American Brown Ale,4,4.5,Imperial Brown Ale,7.5,25103
365,Pike Pub & Brewery,1123248306,4,4,4.5,Derek,American Brown Ale,4.5,4.5,Imperial Brown Ale,7.5,25103
365,Pike Pub & Brewery,1123008551,4.5,4,3.5,iheartsheafstout,American Brown Ale,4.5,4,Imperial Brown Ale,7.5,25103
365,Pike Pub & Brewery,1255755273,4,4.5,3.5,RedDiamond,Lambic - Fruit,3,4,Pike Tripel Kriek,9,53449
365,Pike Pub & Brewery,1086639564,4,4.5,4,henrysunset,Hefeweizen,4.5,4,Pike Amber Weisse,,17846
365,Pike Pub & Brewery,1319074678,4,4,4,draheim,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1318245622,2,3.5,2.5,harrymel,American Pale Ale (APA),2,2,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1306460309,2.5,3.5,2,SkeeterHawk,American Pale Ale (APA),2.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1296072151,4,3.5,3.5,engisch,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1293745296,4.5,3.5,3.5,beertunes,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1283107508,3,3,3.5,beerthulhu,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1282765789,5,4.5,4,Offa,American Pale Ale (APA),4.5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1252260351,4.5,3.5,3.5,LittleDon,American Pale Ale (APA),4,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1282717218,3.5,3,3.5,TMoney2591,American Pale Ale (APA),3.5,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1281851185,3.5,3,3,cjgator3,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1281739913,4,3,3.5,Seanibus,American Pale Ale (APA),3,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1280755438,3.5,3.5,3.5,rfgetz,American Pale Ale (APA),3.5,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1279431467,4.5,4,4,silver0rlead,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1278992650,4,3.5,4,philbertk,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1275859277,4.5,4,3.5,tchenery,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1275508061,4,3.5,3.5,Pencible,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1272588001,3.5,3.5,3,pootz,American Pale Ale (APA),3,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1266215238,4,3,3,hophead247,American Pale Ale (APA),4,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1256944931,4,4.5,3.5,champ103,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1251528170,4,4,4,monkeylovebeer,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1244429032,4,3.5,4,wagenvolks,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1241407536,3.5,3.5,4,brdc,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1240530330,5,4.5,4,Offa,American Pale Ale (APA),4.5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1240039205,2.5,3.5,4.5,Brewsmith,American Pale Ale (APA),3,2.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1239912227,3.5,3.5,3.5,Dogbrick,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1231647715,3.5,3.5,4,RedDiamond,American Pale Ale (APA),3.5,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1228073294,2.5,2,3,froghop,American Pale Ale (APA),3,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1227147557,4,4,3.5,zeff80,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1203653296,4,3.5,3.5,hardy008,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1199031373,3.5,3.5,3.5,barleywinefiend,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1198308079,4,3.5,3.5,SargeC,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1197530651,3.5,4,3,JohnGalt1,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1188774792,4.5,2.5,4,beals,American Pale Ale (APA),4,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1187230819,5,4.5,4,MaryAnn,American Pale Ale (APA),5,5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1185232358,3,3.5,3,Hollenbeck2,American Pale Ale (APA),3.5,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1172282308,2,2.5,4,skillerified,American Pale Ale (APA),2,2.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1170442599,4,4,4,Redrover,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1168487706,4,4,4,Mebuzzard,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1154915982,4.5,4.5,4,DoktaHops,American Pale Ale (APA),4.5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1153397364,3.5,3,4,Gavage,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1152401570,4,3.5,4,kimcgolf,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1151020345,4,4,4,blackie,American Pale Ale (APA),4,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1147649647,4,3.5,3.5,RJLarse,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1131857777,2,2.5,3,pegtheamazing,American Pale Ale (APA),2.5,2.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1131856118,2.5,1.5,3,atomicbwax,American Pale Ale (APA),2.5,2.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1123175699,4,4,4,Derek,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1113103707,4,3.5,3.5,stephenlouis,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1103411447,4,3.5,3.5,BuckeyeNation,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1093539289,4,4,4,kbub6f,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1081464944,3,3.5,4,BeerAngel,American Pale Ale (APA),3,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1079240783,3,3,3,ralphw56,American Pale Ale (APA),3,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1074572929,3.5,3.5,4,woemad,American Pale Ale (APA),4,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1115438756,4,3.5,4.5,bootylicious,American IPA,3,4,Pike India Pale Ale,6.5,960
365,Pike Pub & Brewery,1072752166,4,3.5,4,RoyalT,American Pale Ale (APA),4.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1071800838,5,4.5,4.5,Thrasher,American Pale Ale (APA),5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1059190909,4,4,4.5,Reidrover,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1056805057,4,3.5,4,PhantomVodoo,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1056130659,3,3,4,Mitchster,American Pale Ale (APA),3.5,3.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1051184833,4,4,3.5,Gusler,American Pale Ale (APA),3.5,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1050473603,4.5,3.5,4,tavernjef,American Pale Ale (APA),5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1046974697,3,3,4.5,Jason,American Pale Ale (APA),4,3,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1042662716,4,4,4,49degrees,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1037657568,4.5,4,4.5,sinistersteve,American Pale Ale (APA),5,4.5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1019730133,4,4,4,proc,American Pale Ale (APA),4,4,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1002299922,5,4,5,John,American Pale Ale (APA),5,5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,999005388,5,4,5,DrDocRudge,American Pale Ale (APA),5,5,Pike Pale Ale,5.3,959
365,Pike Pub & Brewery,1318245579,2,3.5,2.5,harrymel,American Amber / Red Ale,2,2,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1314406789,3.5,4,3.5,SolipsismalCat,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1306863223,3,3,3.5,Rifugium,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1289697181,3.5,3.5,4,confer,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1286931428,3,3.5,3.5,ism,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1286781954,3.5,3.5,3.5,biboergosum,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1284081151,3.5,4,4,Cyberkedi,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1282052504,3.5,3.5,4,dstc,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1279573177,4,4.5,4,oberon,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1278991246,4,3.5,3.5,philbertk,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1278948569,5,5,5,barondebourgogne,American Amber / Red Ale,5,5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1278802498,4,3.5,4.5,cichief,American Amber / Red Ale,3.5,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1277389117,3.5,4,3.5,andrenaline,American Amber / Red Ale,3.5,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1276809562,5,5,2.5,ChrisCage,American Amber / Red Ale,3.5,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1276715451,4.5,4,4.5,ChainGangGuy,American Amber / Red Ale,4.5,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1275453488,3.5,3,4,DovaliHops,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1274103838,3.5,3.5,4,CampusCrew,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1114757613,3.5,4,3.5,gbontrag,American IPA,3.5,3.5,Pike India Pale Ale,6.5,960
365,Pike Pub & Brewery,1266288725,4,4,3.5,ccrida,American Amber / Red Ale,4,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1260993991,3,4,3.5,taxguyjase,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1259433894,4.5,4,4,Halcyondays,American Amber / Red Ale,4,4,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1257567369,3,3,3,Mora2000,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1256868505,3.5,2.5,3,spencerw,American Amber / Red Ale,2.5,2.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1256087526,3,2.5,3,dfitch81,American Amber / Red Ale,3,2.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1255133714,3.5,3,3.5,cvfish,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1251653347,3.5,3,3.5,MaxBrews,American Amber / Red Ale,3.5,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1248649125,4,4,3.5,Derek,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1243313952,3,2.5,2.5,climax,American Amber / Red Ale,2,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1235960646,4,2.5,3.5,bbothen,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1232308698,3,3,3.5,Reagan1984,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1230712067,4.5,3.5,3,Spikester,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1230515868,3.5,3.5,4,colts9016,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1217123540,3.5,3.5,3.5,Wasatch,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1213567565,3.5,3.5,3.5,walshclimb,American Amber / Red Ale,3.5,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1208488536,3.5,3.5,3.5,cswhitehorse,American Amber / Red Ale,4,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1204099805,3,3.5,4,Graham5161986,American Amber / Red Ale,3,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1177042744,3,3,3.5,fainster,American Amber / Red Ale,3.5,3.5,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1173053307,3,3.5,3,RJLarse,American Amber / Red Ale,3.5,3,Pike Pale Heirloom Amber Ale,5.3,35717
365,Pike Pub & Brewery,1318714463,4,3.5,3,kingcrowing,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1318460998,3.5,3.5,4,ummswimmin,Dubbel,4,2,Pike Tandem,7,53495
365,Pike Pub & Brewery,1314137517,3.5,3.5,3.5,thatruth,Dubbel,4,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1312598329,3.5,3.5,4,grittybrews,Dubbel,3,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1310263406,3.5,3,4,rel,Dubbel,3.5,4,Pike Tandem,7,53495
365,Pike Pub & Brewery,1309965553,4,3.5,4,mikeg67,Dubbel,3.5,4,Pike Tandem,7,53495
365,Pike Pub & Brewery,1309720221,3.5,4,3.5,PCampbell,Dubbel,3.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1306545063,4,3,4,fank2788,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1303086762,4,4,2.5,andrenaline,Dubbel,3,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1302140333,4,4,3.5,spree92,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1299478494,2.5,2.5,2,SkeeterHawk,Dubbel,2.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1298084501,3.5,4,4,RoyalT,Dubbel,4,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1296782531,4,2.5,3.5,Liverpool08,Dubbel,3.5,2.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1296172657,3.5,3.5,4,chinchill,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1294716781,3.5,3.5,3.5,BeerAdvocate,Dubbel,3.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1294112572,4,4,4,biboergosum,Dubbel,3.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1292371564,3,3.5,3,loren01,Dubbel,2.5,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1287524113,3.5,3.5,4,Metalmonk,Dubbel,3.5,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1286848232,3.5,3,4,flagmantho,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1286062092,4,4,4.5,mooseisloose,Dubbel,4,4.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1285814623,3.5,3.5,4,Cyberkedi,Dubbel,3.5,4,Pike Tandem,7,53495
365,Pike Pub & Brewery,1285732757,4,3,3.5,Soonami,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1284059965,3.5,4,3.5,oberon,Dubbel,3.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1283312254,3.5,3.5,3,Docer,Dubbel,3.5,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1283136267,3.5,2.5,3.5,cjgator3,Dubbel,3.5,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1282623318,4,4,3.5,Offa,Dubbel,3,4,Pike Tandem,7,53495
365,Pike Pub & Brewery,1282420028,4,3.5,3.5,TMoney2591,Dubbel,4,3.5,Pike Tandem,7,53495
365,Pike Pub & Brewery,1282402447,2.5,2.5,2.5,Seanibus,Dubbel,2.5,3,Pike Tandem,7,53495
365,Pike Pub & Brewery,1282052911,4,3.5,3.5,dstc,Dubbel,4,3.5,Pike Tandem,7,53495
